,GENE,MUTATION_REMARK,GENOMIC_MUTATION_ID,FUSION_ID,MUTATION_AA_SYNTAX,DISEASE,ACTIONABILITY_RANK,DEVELOPMENT_STATUS,DRUG_COMBINATION,TESTING_REQUIRED,TRIAL_STATUS,TRIAL_ID,TRIAL_NAME,COMPLETION_STATUS,TRIAL_PRIMARY_COMPLETION_DATE,PATIENT_PRESCREENING,RESULTS_AVAILABILITY,PROGRESSION_REMARK,SOURCE_TYPE,SOURCE,TREATMENT_HISTORY,PATIENT_AGE,PRIMARY_OUTCOME_MEASURE,NUMBER_OF_PATIENTS,TREATED_NUMBER,CONTROL_NUMBER,CONTROL_TREATMENT,ORR_TREAT,ORR_CON,ORR_CI,ORR_PVAL,DOR_TREAT,DOR_CON,DOR_CI,DOR_PVAL,PFS_TREAT,PFS_CON,PFS_HR,PFS_CI,PFS_PVAL,TTP_TREAT,TTP_CON,TTP_HR,TTP_CI,TTP_PVAL,DCR_TREAT,DCR_CON,DCR_PVAL,OS_TREAT,OS_CON,OS_HR,OS_CI,OS_PVAL,OBJ_RR_TREAT,CR_COUNT,PR_COUNT,SD_COUNT,RFS_TREAT,RFS_CON,RFS_HR,RFS_CI,RFS_PVAL,BLOOD_RESPONSE,RESPONSE_VALUE,TIMEPOINT,CLASSIFICATION_ID,LAST_UPDATED,COSMIC_PHENOTYPE_ID,SITE_PRIMARY_COSMIC,SITE_SUBTYPE1_COSMIC,SITE_SUBTYPE2_COSMIC,SITE_SUBTYPE3_COSMIC,HISTOLOGY_COSMIC,HIST_SUBTYPE1_COSMIC,HIST_SUBTYPE2_COSMIC,HIST_SUBTYPE3_COSMIC
10,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
11,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
12,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
13,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
14,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
15,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
16,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
17,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
18,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
19,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
20,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
21,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
22,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
23,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
24,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
25,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
26,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
27,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
28,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
29,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
30,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
31,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
32,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
33,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Crizotinib,,"Active, not recruiting",NCT02034981,AcSe,PCD,2019Jun01,Yes,No,,4,NCT02034981,,,Overall Response Rate,246.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2022Nov28,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
34,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
35,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
36,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
37,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
38,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
39,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
40,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
41,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
42,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
43,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
44,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
45,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
46,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
47,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
48,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
49,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
50,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
51,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
52,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
53,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
54,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
55,ALK,ALK_unspecified,,,,thyroid / carcinoma / anaplastic carcinoma,3,Phase 2,Ceritinib,,Withdrawn,NCT02289144,,PCD,2019Jan01,No,No,Development discontinued,4,NCT02289144,,,Time to progression,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSO36286315,2021May18,COSO36286315,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS
